[15222.852884910746, -1721920.7324703326, -11007439.654614113, 466.2681569876396, 126.40435476188912]
[14837.004301802812, -1779335.8612530364, -9588794.746493269, 312.5086547444219, 174.0576410542967]
[15560.962549084403, -673773.6278703378, -10880224.347747238, 477.8506211311817, 82.4686686084163]
[14848.053392703472, -930288.1693018153, -9326355.402575979, 330.3933932250486, 124.28956061377205]
[15792.504224426997, -298918.4863857182, -7885420.286301743, 245.30586565412605, 129.07106756482818]
[15124.082034317813, -2017504.8425245557, -13957770.908028722, 473.0964306215306, 228.63917937941565]
[14855.202983144209, -1186421.276140913, -8737955.849856406, 386.237250764277, 75.63978562767467]
[14850.784411909253, -1794084.0016679855, -11980718.830173563, 429.70886216311146, 175.20797806685007]
[14863.941091796334, -1011793.108726133, -9314829.385652045, 343.4688419420706, 117.24336442857334]
[15687.808450312927, -118628.94303038833, -8925871.866943903, 397.4045139072286, 85.90408412506447]
[14912.303916931553, -1672565.9366197204, -9731346.781409137, 354.98251338360126, 144.6151793540234]
[14810.189426592402, -239625.63429002132, -5972404.8849769775, 230.65101856342727, 65.8623797945896]
[14806.513168972673, -56453.3236339991, -12206848.658492547, 383.39864803400746, 226.4054692335604]
[15710.38599387604, -78491.63196327793, -6118983.351978894, 306.6085101510703, 22.0]
[15270.300177480198, -618470.133492853, -14057951.877805555, 467.0498467424201, 220.4626439846761]
[15356.82570560553, -210891.36964842537, -11871021.493685495, 378.3717157111601, 201.76342360363586]
[14824.101852776757, -1468541.775973158, -9903975.527937384, 364.15750343841484, 141.62303620387297]
[14945.039361069794, -1452801.8651797874, -10380947.483518273, 383.88584032900434, 139.4169371265015]
[14803.915196700556, -367523.96788214764, -9112256.166087594, 436.58225359305555, 57.63095653896975]
[15242.655241762568, -1982532.8031653557, -14782112.807736356, 448.7802155344162, 269.2224035256738]
[15923.811120310465, -1186090.870294022, -11002798.666057982, 335.11568038441567, 204.75088521580952]
[14858.368516796902, -274808.40652651736, -3169283.087054821, 142.2098740226836, 22.189430143652118]
[14823.788407828986, -817096.0874541407, -7610530.480534167, 312.7019518767909, 77.83368973342235]
[14814.596166158055, -1317850.1949216835, -8602752.439190129, 371.1987612092884, 91.99033973224894]
[14822.052198452448, -650722.1445543236, -7993318.025810093, 329.6823948605815, 74.15081904979803]
[14829.796548075654, -324246.57614911336, -2741231.6447352474, 124.38245527478524, 23.556770136287547]
[14803.999429212727, -1119081.606208442, -12566462.462340478, 365.83430386977903, 244.29983332164738]
[15630.656772657945, -665940.6148569903, -10217794.834635776, 297.4293733777241, 209.2721729052983]
[14802.328100601582, -322343.78244391666, -10077211.886230133, 444.0967517591589, 105.56779640867576]
[14807.21441545688, -194466.9215501448, -4813830.367900083, 191.043191678005, 57.32337037488527]
